number,value,datetime_start,datetime_complete,duration,params_ATR_Length,params_AllowFriday,params_AllowMonday,params_AllowThursday,params_AllowTuesday,params_AllowWednesday,params_EntryStart_TotalMinutes,params_FilterAsPercOfContractMARange,params_LastEntry_TotalMinutes,params_MinutesBeforeMarketCloseToClosePositions,params_NumDaysToConsiderPreviousContractMARange,params_RetracementLevel,params_SL_ATRMultiplier,params_TP_ATRMultiplier,user_attrs_train_metrics,state
289,67553.578571,2026-03-26 02:13:37.274032,2026-03-26 02:13:40.250829,0 days 00:00:02.976797,31,True,True,True,True,True,565,0.30000000000000004,805,12,4,0.14,0.8,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4845, 'win_rate': 0.9498, 'net_profit_brl': 69235.0, 'avg_profit_brl': 14.29, 'avg_win_brl': 17.72, 'avg_loss_brl': -65.88, 'profit_factor': 6.6197, 'max_drawdown_pct': 1.02, 'expected_payoff': 14.29, 'on_tester_value': 67553.578571}",COMPLETE
290,35394.1875,2026-03-26 02:13:40.250879,2026-03-26 02:13:43.200749,0 days 00:00:02.949870,11,False,True,True,False,True,595,0.15,870,5,5,0.21000000000000002,0.5,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1438, 'win_rate': 0.975, 'net_profit_brl': 15575.0, 'avg_profit_brl': 10.83, 'avg_win_brl': 12.03, 'avg_loss_brl': -47.78, 'profit_factor': 13.0736, 'max_drawdown_pct': 0.44, 'expected_payoff': 10.83, 'on_tester_value': 35394.1875}",COMPLETE
291,100765.88,2026-03-26 02:13:43.200802,2026-03-26 02:13:46.347081,0 days 00:00:03.146279,27,True,True,True,True,True,560,0.30000000000000004,830,3,5,0.11,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 6410, 'win_rate': 0.9175, 'net_profit_brl': 57210.0, 'avg_profit_brl': 8.93, 'avg_win_brl': 12.22, 'avg_loss_brl': -37.05, 'profit_factor': 4.9091, 'max_drawdown_pct': 0.57, 'expected_payoff': 8.93, 'on_tester_value': 100765.88}",COMPLETE
292,23543.243056,2026-03-26 02:13:46.347122,2026-03-26 02:13:49.341848,0 days 00:00:02.994726,10,True,True,False,True,True,595,0.15,895,4,3,0.17,1.05,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2512, 'win_rate': 0.9789, 'net_profit_brl': 40925.0, 'avg_profit_brl': 16.29, 'avg_win_brl': 18.47, 'avg_loss_brl': -97.93, 'profit_factor': 10.0844, 'max_drawdown_pct': 1.74, 'expected_payoff': 16.29, 'on_tester_value': 23543.243056}",COMPLETE
293,11074.809596,2026-03-26 02:13:49.341898,2026-03-26 02:13:52.492236,0 days 00:00:03.150338,26,True,True,True,True,True,545,0.35,785,2,5,0.12000000000000001,0.55,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 5436, 'win_rate': 0.6462, 'net_profit_brl': 49935.0, 'avg_profit_brl': 9.19, 'avg_win_brl': 45.03, 'avg_loss_brl': -59.7, 'profit_factor': 1.4613, 'max_drawdown_pct': 4.51, 'expected_payoff': 9.19, 'on_tester_value': 11074.809596}",COMPLETE
294,38237.930435,2026-03-26 02:13:52.492288,2026-03-26 02:13:55.591703,0 days 00:00:03.099415,11,True,True,True,False,True,545,0.30000000000000004,890,8,3,0.15000000000000002,0.65,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 4553, 'win_rate': 0.8039, 'net_profit_brl': 71560.0, 'avg_profit_brl': 15.72, 'avg_win_brl': 36.39, 'avg_loss_brl': -74.15, 'profit_factor': 2.1614, 'max_drawdown_pct': 1.87, 'expected_payoff': 15.72, 'on_tester_value': 38237.930435}",COMPLETE
295,12590.0,2026-03-26 02:13:55.591748,2026-03-26 02:13:58.585574,0 days 00:00:02.993826,35,True,True,False,True,True,550,0.2,685,15,7,0.21000000000000002,0.5,0.4,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 3020, 'win_rate': 0.6702, 'net_profit_brl': 37770.0, 'avg_profit_brl': 12.51, 'avg_win_brl': 43.04, 'avg_loss_brl': -52.89, 'profit_factor': 1.7653, 'max_drawdown_pct': 3.0, 'expected_payoff': 12.51, 'on_tester_value': 12590.0}",COMPLETE
296,15676.514474,2026-03-26 02:13:58.585641,2026-03-26 02:14:01.496037,0 days 00:00:02.910396,14,True,True,True,False,True,695,0.15,815,10,3,0.12000000000000001,0.7,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 904, 'win_rate': 0.9679, 'net_profit_brl': 15185.0, 'avg_profit_brl': 16.8, 'avg_win_brl': 19.51, 'avg_loss_brl': -75.4, 'profit_factor': 9.0557, 'max_drawdown_pct': 0.97, 'expected_payoff': 16.8, 'on_tester_value': 15676.514474}",COMPLETE
297,40157.489474,2026-03-26 02:14:01.496101,2026-03-26 02:14:04.567947,0 days 00:00:03.071846,34,True,True,True,True,True,590,0.35,785,15,5,0.2,0.55,0.1,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2250, 'win_rate': 0.9742, 'net_profit_brl': 23135.0, 'avg_profit_brl': 10.28, 'avg_win_brl': 11.49, 'avg_loss_brl': -50.12, 'profit_factor': 12.2579, 'max_drawdown_pct': 0.58, 'expected_payoff': 10.28, 'on_tester_value': 40157.489474}",COMPLETE
298,12321.662222,2026-03-26 02:14:04.568010,2026-03-26 02:14:07.588532,0 days 00:00:03.020522,19,True,True,True,True,False,600,0.25,695,1,4,0.19,0.55,0.30000000000000004,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 1352, 'win_rate': 0.8521, 'net_profit_brl': 27395.0, 'avg_profit_brl': 20.26, 'avg_win_brl': 33.83, 'avg_loss_brl': -63.6, 'profit_factor': 3.3667, 'max_drawdown_pct': 2.22, 'expected_payoff': 20.26, 'on_tester_value': 12321.662222}",COMPLETE
299,42937.688889,2026-03-26 02:14:07.588601,2026-03-26 02:14:10.809851,0 days 00:00:03.221250,10,False,True,False,False,True,555,0.2,885,9,3,0.12000000000000001,0.8,0.15000000000000002,"{'start_date': '2021-03-23', 'end_date': '2024-09-16', 'trading_days': 872, 'total_trades': 2824, 'win_rate': 0.9313, 'net_profit_brl': 36560.0, 'avg_profit_brl': 12.95, 'avg_win_brl': 18.4, 'avg_loss_brl': -64.38, 'profit_factor': 4.0865, 'max_drawdown_pct': 0.85, 'expected_payoff': 12.95, 'on_tester_value': 42937.688889}",COMPLETE
